Year,Month,Departure station,Arrival station,Average travel time (min),Number of expected circulations,Number of cancelled trains,Number of late trains at departure,Average delay of late departing trains (min),Average delay of all departing trains (min),Number of trains late on arrival,Average delay of late arriving trains (min),Average delay of all arriving trains (min),"% trains late due to external causes (weather, obstacles, suspicious packages, malevolence, social movements, etc.)","% trains late due to railway infrastructure (maintenance, works)","% trains late due to traffic management (rail line traffic, network interactions)",% trains late due to rolling stock,% trains late due to station management and reuse of material,"% trains late due to passenger traffic (affluence, PSH management, connections)",Number of late trains > 15min,Number of late trains > 30min,Number of late trains > 60min
2016,6,ANNECY,PARIS LYON,226.052845528,123,29,3,65.3333333333,1.73983739837,17,45.1176470588,8.0325203252,0.411764705882,0.117647058824,0.176470588235,0.0588235294118,0.0588235294118,0.176470588235,17,7,5
2016,6,PARIS LYON,LE CREUSOT MONTCEAU MONTCHANIN,78.4846153846,195,4,14,16.5714285714,1.49743589744,18,25.0555555555999,2.6358974359,0.294117647059,0.411764705882,0.117647058824,0,0.0588235294118,0.117647058824,8,5,2
2016,6,PARIS MONTPARNASSE,NANTES,140.197916667,480,72,46,25.4130434783,2.62291666667,97,28.6597938144,7.81458333333,0.21875,0.583333333333,0.0416666666667,0.0625,0.0520833333333,0.0416666666667,60,27,10
2016,6,PARIS MONTPARNASSE,TOURS,77.9441340782,179,2,12,31.5833333333,2.35754189944,23,29.6086956521999,4.25139664804,0.217391304348,0.652173913043,0,0.0869565217391,0.0434782608696,0,11,10,4
2016,6,LYON PART DIEU,PARIS LYON,121.070093457999,535,87,78,14.5769230769,2.94953271028,82,31.256097561,5.64859813084,0.1875,0.475,0.0875,0.0625,0.0875,0.1,58,26,11
2016,6,STUTTGART,PARIS EST,148.63963964,111,0,29,13.6551724138,5.23423423423,18,23.7777777778,5.20720720721,0.166666666667,0.0555555555556,0.611111111111,0.111111111111,0.0555555555556,0,12,5,0
2016,6,PARIS LYON,MACON LOCHE,96.2848101266,158,42,9,14.3333333332999,1.00632911392,12,49.6666666667,3.49367088608,0.5,0.0833333333333,0.0833333333333,0.0833333333333,0.166666666667,0.0833333333333,11,4,2
2016,6,TOULOUSE MATABIAU,PARIS MONTPARNASSE,343.016025641,156,20,9,14.5555555556,0.99358974359,30,32.8,8.35256410256,0.166666666667,0.633333333333,0.0666666666666999,0.0333333333333,0.0666666666666999,0.0333333333333,30,9,2
2016,6,PARIS LYON,AVIGNON TGV,161.062639821,447,50,61,18.4590163934,2.72706935122999,58,52.1379310345,7.24608501119,0.40350877193,0.421052631579,0.0175438596490999,0.0877192982456,0.0526315789474,0.0175438596490999,46,24,12
2016,6,PARIS LYON,TOULON,232.785714285999,196,67,43,20.3488372093,4.75,35,53.1714285714,10.2806122449,0.4,0.371428571429,0.0571428571429,0.114285714286,0.0285714285714,0.0285714285714,35,18,6
2016,6,PARIS MONTPARNASSE,BORDEAUX ST JEAN,209.196881092,513,94,51,18.9215686275,2.14035087719,111,30.5765765765999,10.2495126706,0.207207207207,0.540540540541,0.0900900900901,0.027027027027,0.0630630630631,0.0720720720721,111,35,9
2016,6,LILLE,PARIS NORD,63.5376146789,545,36,66,16.196969697,2.39816513761,89,22.4494382022,3.71376146789,0.182926829268,0.19512195122,0.268292682927,0.0487804878049,0.219512195122,0.0853658536585,39,20,5
2016,6,PARIS LYON,BESANCON FRANCHE COMTE TGV,128.422077922,154,34,18,24.8333333333,2.99350649351,20,34,6.11688311688,0.25,0.25,0.25,0.2,0.05,0,16,7,2
2016,6,PARIS LYON,MULHOUSE VILLE,166.621153846,260,40,32,25.09375,3.26923076923,35,34.9428571429,5.75384615385,0.228571428571,0.514285714286,0.114285714286,0.0285714285714,0.0857142857143,0.0285714285714,29,12,4
2016,6,LAVAL,PARIS MONTPARNASSE,108.721973093999,223,9,25,29.68,4.13452914798,25,36.8,3.85201793721999,0.48,0.36,0.12,0.04,0,0,18,7,5
2016,6,PARIS NORD,ARRAS,55.5037593985,266,27,29,25.275862069,3.04887218045,41,26.8536585365999,3.93609022556,0.135135135135,0.351351351351,0.216216216216,0.027027027027,0.189189189189,0.0810810810811,22,12,3
2016,6,ITALIE,PARIS LYON,259.488372093,43,0,5,31.4,4.20930232558,6,37.5,8.6976744186,0.333333333333,0,0.333333333333,0,0.166666666667,0.166666666667,6,3,1
2016,6,REIMS,PARIS EST,46.5080213903999,187,15,8,22.75,1.28342245989,15,17.7333333333,0.802139037433,0.142857142857,0.714285714286,0,0,0.142857142857,0,6,2,1
2016,6,VANNES,PARIS MONTPARNASSE,210.047029703,202,29,4,31.5,0.722772277228,23,40.5217391304,4.94059405941,0.652173913043,0.173913043478,0.130434782609,0.0434782608696,0,0,23,10,5
2016,6,PARIS LYON,BELLEGARDE (AIN),163.026946108,167,17,14,26.7142857142999,2.43712574849999,30,47.5333333333,10.0299401198,0.4,0.36,0.04,0.04,0.08,0.08,24,18,7
2016,6,LE CREUSOT MONTCEAU MONTCHANIN,PARIS LYON,81.1282722513,191,17,94,14.6595744680999,8.43979057592,54,19.2777777778,5.40314136125999,0.166666666667,0.555555555556,0.037037037037,0.0185185185185,0.111111111111,0.111111111111,23,11,1
2016,6,MULHOUSE VILLE,PARIS LYON,168.262357414,263,44,39,14.6153846154,2.95057034220999,27,33.2592592592999,3.47148288973,0.222222222222,0.222222222222,0.407407407407,0.111111111111,0,0.037037037037,18,10,2
2016,6,LA ROCHELLE VILLE,PARIS MONTPARNASSE,201.619565217,46,32,1,26,0.565217391304,4,51.5,4.86956521739,0,0.25,0.25,0.5,0,0,4,3,1
2016,6,NANTES,PARIS MONTPARNASSE,147.897379912999,458,78,21,12.7142857143,0.917030567686,42,22.5,2.25109170305999,0.268292682927,0.560975609755999,0.0243902439024,0.121951219512,0.0243902439024,0,27,9,1
2016,6,DOUAI,PARIS NORD,76.972826087,184,19,13,14.8461538461999,1.44565217391,40,19.75,4.79891304348,0.105263157895,0.289473684211,0.342105263158,0.0526315789474,0.131578947368,0.0789473684211,18,5,3
2016,6,LYON PART DIEU,LILLE,190.929515419,227,38,110,21.8363636363999,11.4933920704999,76,40.4473684211,15.1585903083999,0.213333333332999,0.4,0.133333333333,0.0533333333333,0.106666666667,0.0933333333333,73,28,14
2016,6,STRASBOURG,NANTES,344.469387755,49,0,1,16,0.836734693877999,6,30.3333333333,6.34693877551,0.166666666667,0.666666666667,0,0,0.166666666667,0,6,3,0
2016,6,PARIS EST,STRASBOURG,141.108910891,404,28,32,17.125,1.51237623761999,42,24.7857142857,3.2103960396,0.45,0.225,0.125,0.05,0.1,0.05,30,9,2
2016,6,PARIS LYON,DIJON VILLE,95.8050397878,377,62,38,26.3421052632,2.86206896552,37,35.6486486486,3.44562334218,0.27027027027,0.351351351351,0.108108108108,0.135135135135,0.108108108108,0.027027027027,30,14,5
2016,6,PARIS MONTPARNASSE,LE MANS,58.5668380463,389,46,38,28.7368421053,3.00257069409,56,26.6964285714,4.07969151671,0.207547169811,0.433962264151,0.0566037735849,0.0754716981132,0.169811320755,0.0566037735849,28,14,6
2016,6,LYON PART DIEU,MARSEILLE ST CHARLES,101.989010989,455,106,163,29.2208588957,11.3054945054999,121,43.7520661156999,12.8395604396,0.283333333333,0.191666666667,0.241666666667,0.125,0.0916666666667,0.0666666666666999,91,50,25
2016,6,PARIS LYON,ZURICH,141.901273885,157,0,21,25.5238095238,3.66878980892,25,33.48,7.06369426752,,,,,,,18,8,3
2016,6,PARIS LYON,GRENOBLE,183.325641025999,195,49,16,22.8125,2.21538461538,17,65.8823529412,6.98461538462,0.411764705882,0.294117647059,0.117647058824,0.176470588235,0,0,17,10,4
2016,6,NICE VILLE,PARIS LYON,341.171686747,166,49,20,20.7,3.18072289157,29,59.2413793103,10.4578313252999,0.310344827586,0.379310344828,0.0689655172414,0.0689655172414,0.172413793103,0,29,17,13
2016,6,PARIS LYON,PERPIGNAN,310.346405229,153,24,25,33.6,5.75163398693,42,54.2142857143,15.3333333332999,0.357142857143,0.452380952381,0.0714285714286,0.0714285714286,0.0238095238095,0.0238095238095,42,27,11
2016,6,ANGERS SAINT LAUD,PARIS MONTPARNASSE,109.3025,400,59,30,14.5,1.7775,33,22.4545454545,2.1525,0.30303030303,0.545454545454999,0.030303030303,0.0909090909091,0.030303030303,0,21,7,1
2016,6,PARIS MONTPARNASSE,RENNES,133.933609959,482,57,50,20.6,2.34439834025,94,37.9574468085,9.47510373444,0.388888888889,0.466666666667,0.0222222222221999,0.0222222222221999,0.0888888888889,0.0111111111110999,60,35,17
2016,6,TOURS,PARIS MONTPARNASSE,81.5447368421,190,0,5,22.2,0.721052631579,28,16.5357142857,2.82631578947,0.214285714286,0.5,0.0357142857143,0,0.0357142857143,0.214285714286,7,4,1
2016,6,LYON PART DIEU,RENNES,263.028571429,70,6,32,26.125,12.9857142856999,20,57.8,20.6714285714,0.3,0.45,0.05,0,0.15,0.05,20,9,6
2016,6,LAUSANNE,PARIS LYON,180.64159292,113,0,7,12.2857142857,1.54867256636999,10,51.3,4.19469026549,0.2,0.4,0.4,0,0,0,9,3,1
2016,6,AVIGNON TGV,PARIS LYON,161.273291925,483,81,112,24.0446428571,6.54037267081,77,50.6623376623,7.66873706004,0.306666666667,0.346666666667,0.04,0.12,0.133333333333,0.0533333333333,55,39,22
2016,6,PARIS MONTPARNASSE,TOULOUSE MATABIAU,333.375,124,19,13,17.4615384614999,2.0564516129,35,29.8857142857,11.1290322580999,0.2,0.514285714286,0.114285714286,0.0285714285714,0.0857142857143,0.0571428571429,35,12,1
2016,6,ARRAS,PARIS NORD,51.4197952218,293,40,32,16.28125,2.2662116041,59,19.4067796609999,4.34812286689,0.109090909091,0.327272727273,0.272727272727,0.0545454545455,0.181818181818,0.0545454545455,27,7,4
2016,6,MONTPELLIER,LYON PART DIEU,110.34,225,107,47,40.7446808511,8.92888888888999,53,50.9245283019,14.3288888889,0.176470588235,0.529411764706,0.117647058824,0.078431372549,0.078431372549,0.0196078431372999,39,29,13
2016,6,NANCY,PARIS EST,93.1419213974,229,37,24,13.2916666667,1.74672489083,20,24.95,1.10480349345,0.352941176471,0.235294117647,0.0588235294118,0.0588235294118,0.176470588235,0.117647058824,9,5,1
2016,6,PARIS LYON,CHAMBERY CHALLES LES EAUX,182.117117117,111,34,9,15.3333333332999,1.53153153153,11,35.6363636364,6.33333333333,0.363636363636,0.0909090909091,0.272727272727,0.181818181818,0,0.0909090909091,10,2,1
2016,6,PARIS LYON,MONTPELLIER,205.56884058,276,56,39,29.1794871794999,4.36231884058,53,52.3773584906,11.3840579709999,0.358490566038,0.490566037736,0.0377358490566,0.0754716981132,0.0377358490566,0,53,30,14
2016,6,PARIS LYON,SAINT ETIENNE CHATEAUCREUX,169.285714286,63,9,3,14,0.952380952381,15,39.7333333333,11.3809523809999,0.333333333333,0.133333333333,0.333333333333,0,0.2,0,9,3,2
2016,6,ANGOULEME,PARIS MONTPARNASSE,162.773684211,285,62,117,13.2051282051,6.61403508772,56,24.9285714286,5.17894736841999,0.339285714285999,0.464285714285999,0.0357142857143,0.0535714285714,0.0892857142857,0.0178571428570999,33,14,1
2016,6,RENNES,PARIS MONTPARNASSE,141.502970297,505,51,51,18.3725490196,2.21188118812,62,34.3870967742,4.05148514851,0.483870967742,0.322580645161,0.145161290323,0.0322580645161,0.0161290322581,0,47,21,8
2016,6,PARIS MONTPARNASSE,LAVAL,99.4693877551,196,32,15,24.8,2.11734693878,20,30.4,3.61734693878,0.45,0.4,0.05,0.05,0,0.05,16,5,3
2016,6,POITIERS,PARIS MONTPARNASSE,111.722527472999,364,70,132,15.553030303,6.59065934066,44,27.3409090909,3.32417582417999,0.25,0.522727272726999,0.0227272727272999,0.113636363636,0.0909090909091,0,28,13,2
2016,6,QUIMPER,PARIS MONTPARNASSE,284.454301075,186,20,3,39.3333333333,0.666666666667,23,40.7826086957,5.47849462366,0.652173913043,0.173913043478,0.130434782609,0.0434782608696,0,0,23,10,5
2016,6,MONTPELLIER,PARIS LYON,203.727915194,283,57,65,38.9230769231,9.38162544169999,69,58.8985507246,14.0459363958,0.333333333333,0.521739130435,0.0434782608696,0.0579710144928,0.0144927536232,0.0289855072464,69,43,24
2016,6,PARIS MONTPARNASSE,ST PIERRE DES CORPS,65.9109947644,382,65,31,25.064516129,2.24345549738,50,24.82,2.73036649215,0.224489795918,0.489795918367,0.0816326530612,0.0612244897959,0.142857142857,0,21,15,5
2016,6,PARIS LYON,GENEVE,171.864457830999,166,0,13,25.5384615385,2.19879518072,27,50.7407407407,9.53012048193,,,,,,,23,18,7
2016,6,MACON LOCHE,PARIS LYON,99.4695945946,148,43,90,16.2888888889,11.1824324324,30,30.3,7.68918918918999,0.2,0.433333333333,0.133333333333,0.0666666666666999,0.1,0.0666666666666999,22,11,3
2016,6,MARSEILLE ST CHARLES,PARIS LYON,198.246153846,390,64,58,20.0344827586,3.34358974359,43,76.3720930233,8.68205128205,0.512195121951,0.317073170732,0.0243902439024,0.0731707317073,0.0731707317073,0,43,33,21
2016,6,SAINT ETIENNE CHATEAUCREUX,PARIS LYON,170.1953125,64,8,4,8.25,0.953125,10,31.8,7.046875,0.2,0.2,0.2,0.1,0.2,0.1,6,3,2
2016,6,TOULON,PARIS LYON,235.208133971,209,79,62,15.3870967742,5.57416267943,30,68.3,9.88038277512,0.366666666667,0.366666666667,0.0666666666666999,0.0666666666666999,0.1,0.0333333333333,30,21,16
2016,6,PARIS MONTPARNASSE,ANGOULEME,159.636752137,234,82,23,21.1304347826,2.30769230769,31,26.3225806452,4.52991452991,0.3,0.4,0.1,0.1,0.1,0,19,10,3
2016,6,FRANCFORT,PARIS EST,99.8289473684,76,0,41,10.1463414634,6.71052631579,15,19.6666666667,6.07894736842,0.0666666666666999,0.0666666666666999,0.866666666667,0,0,0,8,2,0
2016,6,NIMES,PARIS LYON,175.133333333,285,56,86,37.2674418605,11.8,76,53.8026315789,13.7122807018,0.306666666667,0.533333333333,0.04,0.0666666666666999,0.0133333333332999,0.04,69,43,23
2016,6,PERPIGNAN,PARIS LYON,304.356617647,136,11,33,19.9393939394,5.41176470588,46,54.8913043477999,18.6323529412,0.304347826087,0.521739130435,0.0652173913043,0.0434782608696,0.0217391304348,0.0434782608696,46,27,12
2016,6,PARIS EST,FRANCFORT,100.127737226,137,0,8,17.5,1.15328467153,12,30.4166666667,3.05839416058,0.25,0.5,0,0.25,0,0,9,3,1
2016,6,PARIS LYON,ITALIE,261.910714286,56,0,4,15.25,1.48214285714,11,34.3636363636,11.0714285714,0.111111111111,0.333333333333,0.222222222222,0.222222222222,0.111111111111,0,11,1,1
2016,6,PARIS MONTPARNASSE,POITIERS,107.318443804,347,94,27,17.1481481481,1.53025936599,22,31.6818181817999,1.28530259366,0.181818181818,0.545454545454999,0.0909090909091,0.0454545454545,0.136363636363999,0,16,9,3
2016,6,BORDEAUX ST JEAN,PARIS MONTPARNASSE,216.180147059,544,95,136,17.5661764706,5.14522058824,105,34.1904761905,8.17095588235,0.27619047619,0.533333333333,0.047619047619,0.0571428571429,0.0666666666666999,0.0190476190476,105,39,11
2016,6,BREST,PARIS MONTPARNASSE,279.515544041,193,20,2,20,0.238341968912,22,33.7272727273,3.95336787565,0.636363636364,0.136363636363999,0.181818181818,0.0454545454545,0,0,22,10,2
2016,6,PARIS NORD,LILLE,68.6953405018,558,48,70,21.2285714286,3.01612903226,93,23.935483871,3.62724014336999,0.213483146067,0.202247191011,0.191011235955,0.0561797752809,0.303370786517,0.0337078651684999,45,24,8
2016,6,AIX EN PROVENCE TGV,PARIS LYON,184.226388889,360,54,52,31.4423076923,5.68611111111,34,75.9117647059,7.33888888889,0.46875,0.3125,0.03125,0.125,0.0625,0,34,26,14
2016,6,PARIS LYON,VALENCE ALIXAN TGV,131.361660079,253,22,45,25.2222222222,4.74703557312,38,44,7.18972332016,0.289473684211,0.526315789474,0.0263157894737,0.0789473684211,0.0789473684211,0,32,18,6
2016,6,VALENCE ALIXAN TGV,PARIS LYON,131.926886792,212,44,70,32.2857142857,11.2028301886999,46,52.347826087,10.2358490566,0.377777777778,0.488888888888999,0,0.0888888888889,0,0.0444444444443999,40,22,14
2016,6,PARIS MONTPARNASSE,ANGERS SAINT LAUD,102.528423772999,387,43,39,21.9487179487,2.3850129199,80,25.45,7.81912144703,0.2125,0.5625,0.05,0.0625,0.075,0.0375,41,19,5
2016,6,GENEVE,PARIS LYON,170.028497408999,193,0,30,13.9,3.86010362694,33,42.5454545455,6.67357512953,0.242424242424,0.454545454544999,0.242424242424,0.030303030303,0,0.030303030303,29,19,7
2016,6,METZ,PARIS EST,86,240,43,30,18.1,2.7875,41,17.6829268293,3,0.146341463414999,0.341463414634,0.414634146341,0.0731707317073,0.0243902439024,0,14,6,1
2016,6,PARIS LYON,AIX EN PROVENCE TGV,183.238461538,390,71,53,19.7169811321,2.9,43,53.6511627907,7.62820512821,0.476190476189999,0.333333333333,0.047619047619,0.0238095238095,0.119047619048,0,41,23,10
2016,6,BELLEGARDE (AIN),PARIS LYON,162.056994818999,193,27,45,12.6666666667,4.37305699482,34,42.2941176471,6.87564766839,0.235294117647,0.441176470588,0.235294117647,0.0294117647059,0.0294117647059,0.0294117647059,30,20,7
2016,6,BESANCON FRANCHE COMTE TGV,PARIS LYON,130.698170732,164,33,18,20.6666666667,2.65243902439,17,27.2941176471,2.15853658537,0.235294117647,0.235294117647,0.176470588235,0.352941176471,0,0,11,5,1
2016,6,CHAMBERY CHALLES LES EAUX,PARIS LYON,179.068181818,110,32,25,19.16,5.36363636364,21,29.3333333333,6.83636363636,0.238095238095,0.190476190476,0.238095238095,0.0952380952381,0.0952380952381,0.142857142857,15,6,3
2016,6,PARIS LYON,MARSEILLE ST CHARLES,198.522222222,405,57,52,19.8461538462,2.74567901235,47,67.6170212766,9.77283950617,0.434782608696,0.391304347826,0.0652173913043,0.0217391304348,0.0652173913043,0.0217391304348,47,27,16
2016,6,PARIS MONTPARNASSE,BREST,270.393401015,197,26,22,24.2272727273,2.89847715736,28,59.9642857143,9.61421319796999,0.464285714285999,0.392857142857,0.0357142857143,0.0357142857143,0.0714285714286,0,28,21,9
2016,6,LE MANS,PARIS MONTPARNASSE,64.6095571096,429,29,64,21.984375,3.88578088578,61,25.7704918033,3.48251748251999,0.344262295081999,0.459016393443,0.114754098361,0.0491803278689,0.0327868852459,0,31,15,6
2016,6,PARIS MONTPARNASSE,ST MALO,186.438888889,90,4,10,21.7,2.66666666667,20,44.4,12.6222222222,0.45,0.35,0,0,0.1,0.1,15,6,5
2016,6,DIJON VILLE,PARIS LYON,97.8151595745,376,53,96,14.0833333332999,4.73670212766,38,34.8421052632,3.18085106383,0.184210526316,0.315789473684,0.315789473684,0.157894736842,0,0.0263157894737,24,11,3
2016,6,PARIS MONTPARNASSE,VANNES,195.077319588,194,28,21,19.0476190476,2.25257731959,37,48.1891891892,10.881443299,0.5,0.444444444444,0,0.0277777777778,0.0277777777778,0,37,28,6
2016,6,PARIS NORD,DUNKERQUE,125.028017241,232,12,28,22.5357142857,2.98275862069,43,34.4418604651,6.28879310345,0.121951219512,0.268292682927,0.219512195122,0.0975609756098,0.268292682927,0.0243902439024,35,23,5
2016,6,LILLE,LYON PART DIEU,191.440816327,245,32,42,17,3.54285714286,52,45.1923076923,11.3632653060999,0.269230769231,0.115384615385,0.384615384614999,0.115384615385,0.0192307692308,0.0961538461538,47,28,10
2016,6,LYON PART DIEU,MONTPELLIER,110.164,250,102,95,22.5473684211,9.396,76,34.9342105263,11.624,0.202702702703,0.310810810811,0.256756756757,0.121621621622,0.0540540540541,0.0540540540541,49,26,10
2016,6,MARSEILLE ST CHARLES,LILLE,299.825714286,175,6,20,25.7,3.38857142857,64,43,17.3942857143,0.190476190476,0.412698412698,0.126984126984,0.0634920634921,0.126984126984,0.0793650793651,64,25,14
2016,6,PARIS EST,STUTTGART,145.891304348,115,0,15,16,2.13913043477999,23,22.0434782609,5.46086956521999,,,,,,,15,4,1
2016,6,PARIS LYON,NICE VILLE,337.836309524,168,48,37,20.5135135134999,4.79761904762,37,47.8108108108,13.3869047619,0.297297297297,0.432432432432,0.0810810810811,0.108108108108,0.0540540540541,0.027027027027,37,20,5
2016,6,PARIS LYON,NIMES,176.239285714,280,55,39,29.1794871794999,4.3,58,47.9137931034,11.0857142857,0.362068965517,0.48275862069,0.0344827586207,0.0689655172414,0.051724137931,0,49,31,14
2016,6,DUNKERQUE,PARIS NORD,120.490909091,220,21,6,13.6666666667,0.445454545455,28,25.3928571429,4.35,0.222222222222,0.259259259259,0.407407407407,0.0740740740741,0.037037037037,0,20,6,2
2016,6,LILLE,MARSEILLE ST CHARLES,299.456896552,174,16,23,14.1304347826,2.48850574713,50,50.46,17.1206896552,0.24,0.14,0.34,0.14,0.08,0.06,50,27,11
2016,6,PARIS LYON,LYON PART DIEU,120.343173432,542,68,41,17.5365853659,1.57564575646,44,53.8636363635999,4.5258302583,0.627906976744,0.232558139535,0.046511627907,0.0232558139534999,0.046511627907,0.0232558139534999,39,21,12
2016,6,PARIS EST,REIMS,47.3121693122,189,14,7,15.8571428571,0.915343915344,10,15.9,1.26984126984,0.222222222222,0.333333333333,0.111111111111,0.111111111111,0.222222222222,0,4,1,0
2016,6,STRASBOURG,PARIS EST,143.191489362,423,30,66,12.8181818182,2.75886524823,60,27.0166666667,4.82269503546,0.3,0.283333333333,0.233333333333,0.0666666666666999,0.0833333333333,0.0333333333333,37,19,3
2016,6,PARIS MONTPARNASSE,QUIMPER,268.130813953,172,22,18,18.2222222222,2.08139534884,28,47.4285714285999,8.24418604651,0.535714285714,0.392857142857,0,0.0357142857143,0.0357142857143,0,28,18,4
2016,6,ST MALO,PARIS MONTPARNASSE,199.966666667,90,6,1,7,0.177777777778,7,54.2857142856999,4.31111111111,0.571428571428999,0.285714285714,0.142857142857,0,0,0,7,3,2
2016,6,PARIS NORD,DOUAI,72.7712765957,188,14,19,22.6842105263,2.57446808511,38,22.2894736842,5.23936170213,0.114285714286,0.428571428571,0.142857142857,0.0285714285714,0.114285714286,0.171428571429,18,10,2
2016,6,NANTES,STRASBOURG,333.408163265,49,0,0,0,0.30612244898,7,29.2857142857,4.36734693878,0,0.857142857143,0,0.142857142857,0,0,7,3,0
2016,6,ZURICH,PARIS LYON,142.090322581,155,0,23,13.5652173913,2.94838709677,15,35.9333333333,4.09677419355,0.2,0.2,0.533333333333,0,0,0.0666666666666999,9,6,1
2016,6,PARIS LYON,ANNECY,222.441176470999,119,35,8,14.75,1.18487394957999,8,68.5,5.87394957983,0.375,0.25,0,0.125,0.125,0.125,8,5,2
2016,6,GRENOBLE,PARIS LYON,182.461340206,194,43,17,17.4705882353,1.79896907215999,22,38.5909090909,3.77319587629,0.380952380952,0.285714285714,0.0952380952381,0.190476190476,0,0.047619047619,22,11,4
2016,6,MARSEILLE ST CHARLES,LYON PART DIEU,100.602505695,439,100,51,26.8823529412,3.50113895216,80,36.375,8.85876993166,0.226666666667,0.306666666667,0.08,0.0533333333333,0.186666666667,0.146666666666999,47,24,14
2016,6,RENNES,LYON PART DIEU,262.77027027,74,18,7,16.2857142857,2.02702702703,13,59.3846153846,11.8108108108,0.615384615385,0.307692307692,0,0,0.0769230769231,0,13,7,4
2016,6,PARIS LYON,LAUSANNE,177.967741935,93,0,4,24.75,1.27956989247,15,27.7333333333,6.59139784946,,,,,,,8,3,2
2016,6,PARIS EST,NANCY,94.9430894309,246,36,14,26.9285714286,1.71138211382,16,35.75,2.34552845527999,0.533333333333,0.133333333333,0,0.0666666666666999,0.133333333333,0.133333333333,13,7,2
2016,6,PARIS MONTPARNASSE,LA ROCHELLE VILLE,195.849056604,53,28,0,0,0.264150943396,9,29.7777777778,10.7547169811,0.111111111111,0.555555555556,0.222222222222,0.111111111111,0,0,9,3,1
2016,6,ST PIERRE DES CORPS,PARIS MONTPARNASSE,70.2,390,35,68,17.5735294118,3.75641025641,84,17.5357142857,3.87179487179,0.178571428570999,0.535714285714,0.0595238095238,0.047619047619,0.0595238095238,0.119047619048,25,15,1
2016,7,MARSEILLE ST CHARLES,PARIS LYON,197.639772727,442,2,60,13.25,2.07954545455,42,36.119047619,4.17272727273,0.45,0.15,0.05,0.175,0.15,0.025,42,15,4
2016,7,PARIS LYON,MULHOUSE VILLE,166.279513889,288,0,20,18.7,1.50347222222,29,28.3103448276,3.78472222221999,0.241379310345,0.103448275862,0.172413793103,0.172413793103,0.172413793103,0.137931034483,21,10,2
2016,7,PARIS MONTPARNASSE,ANGERS SAINT LAUD,100.670050761,394,0,30,13.6,1.39847715736,45,26.1777777778,4.42131979695,0.357142857143,0.261904761905,0,0.261904761905,0.0952380952381,0.0238095238095,31,11,1
2016,7,LYON PART DIEU,MARSEILLE ST CHARLES,101.909468439,602,0,160,17.79375,5.72425249169,141,28.6737588652,8.21262458472,0.192857142857,0.242857142857,0.257142857143,0.185714285714,0.0714285714286,0.05,96,38,12
2016,7,RENNES,LYON PART DIEU,261.28,125,0,10,12.4,1.31199999999999,12,55.6666666667,5.992,0.25,0.166666666667,0,0.416666666667,0.166666666667,0,11,7,3
2016,7,DIJON VILLE,PARIS LYON,97.9349315068,438,0,79,12.1518987342,3.15753424658,28,26.1428571429,0.570776255708,0.185185185185,0.296296296296,0.259259259259,0.148148148148,0,0.111111111111,16,7,2
2016,7,ANGERS SAINT LAUD,PARIS MONTPARNASSE,104.912162162,445,1,64,15.9375,2.93693693694,58,29.4655172413999,4.45945945946,0.245614035088,0.228070175439,0.0350877192981999,0.315789473684,0.122807017544,0.0526315789474,41,16,3
2016,7,STRASBOURG,NANTES,305.122807018,57,0,0,0,0.263157894737,7,40.8571428571,7.0350877193,0.142857142857,0.428571428571,0,0.285714285714,0.142857142857,0,7,5,1
2016,7,BELLEGARDE (AIN),PARIS LYON,163.130530973,226,0,42,12.9047619048,3.50442477876,15,44.6,1.89380530973,0.466666666667,0.133333333333,0.133333333333,0.0666666666666999,0.0666666666666999,0.133333333333,10,5,3
2016,7,PARIS LYON,LYON PART DIEU,120.213438735,506,0,28,18.5,1.18577075099,27,31.0740740740999,1.92490118577,0.230769230769,0.115384615385,0.153846153846,0.192307692308,0.192307692308,0.115384615385,15,9,2
2016,7,PARIS LYON,PERPIGNAN,310.782511211,223,0,25,18.36,2.23766816143,47,39.2340425532,9.63228699552,0.260869565217,0.239130434783,0.195652173913,0.152173913043,0.108695652174,0.0434782608696,47,23,7
2016,7,TOURS,PARIS MONTPARNASSE,82.3619791667,192,0,3,21.6666666667,0.411458333333,43,13.2093023256,3.54166666667,0.0769230769231,0.461538461538,0.128205128205,0.205128205128,0.0512820512821,0.0769230769231,11,3,0
2016,7,LILLE,PARIS NORD,63.5676691729,536,4,46,16.6086956522,1.82894736842,68,25.5147058823999,3.36654135338,0.183333333332999,0.266666666667,0.183333333332999,0.15,0.166666666667,0.05,26,9,2
2016,7,PARIS LYON,DIJON VILLE,95.8088578089,429,0,31,16.8709677419,1.39160839161,27,29.7037037037,1.93939393939,0.37037037037,0.037037037037,0.185185185185,0.0740740740741,0.259259259259,0.0740740740741,15,9,3
2016,7,FRANCFORT,PARIS EST,102.53,50,0,24,9.58333333333,5.72,4,18.5,4.18,0,0,1,0,0,0,1,1,0
2016,7,AIX EN PROVENCE TGV,PARIS LYON,183.610849057,425,1,78,15.0641025641,4.02830188679,38,36.5526315789,3.85377358491,0.472222222222,0.111111111111,0.0555555555556,0.166666666667,0.166666666667,0.0277777777778,37,13,4
2016,7,PARIS MONTPARNASSE,POITIERS,106.793666027,522,1,40,14.425,1.35124760077,28,22.8571428571,0.905950095969,0.107142857143,0.428571428571,0.0714285714286,0.285714285714,0.107142857143,0,20,5,1
